what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1581585204699
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1581585204699
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1581585204699
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1581585204699
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1581585204699
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1581585204699
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1581585204699
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1581585204699
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1581585204699
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1581585204699
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1581585204699
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1581585204699
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1581585204699
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1581585204699
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1581585204699
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1581585204699
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1581585204699
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1581585204699
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1581585204699
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1581585204699
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1581585204699
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1581585204699
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1581585204699
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1581585204699
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1581585204699
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1581585204699
os,sysinfo,,,"win32",1581585204699
arch,sysinfo,,,"x86_64",1581585204699
ws,sysinfo,,,"win32",1581585204699
locale,sysinfo,,,"en_IN",1581585204699
processors,sysinfo,,,"4",1581585204699
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1581585204699
java.runtime.version,sysinfo,,,"1.8.0_161-b12",1581585204699
java.specification.name,sysinfo,,,"Java Platform API Specification",1581585204699
java.specification.vendor,sysinfo,,,"Oracle Corporation",1581585204699
java.specification.version,sysinfo,,,"1.8",1581585204699
java.vendor,sysinfo,,,"Oracle Corporation",1581585204699
java.version,sysinfo,,,"1.8.0_161",1581585204699
java.vm.info,sysinfo,,,"mixed mode",1581585204699
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1581585204699
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1581585204699
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1581585204699
java.vm.specification.version,sysinfo,,,"1.8",1581585204699
java.vm.vendor,sysinfo,,,"Oracle Corporation",1581585204699
java.vm.version,sysinfo,,,"25.161-b12",1581585204699
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585207741
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585207757
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1581585207772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585212136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585228417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585231268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585249744
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1581585250904
closed,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585250919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585254025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585260299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585264855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585269900
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1581585269978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585302555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585323243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585334241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585335318
error,log,,,"Part already exists in page layout: org.eclipse.ui.navigator.ProjectExplorer.",1581585335333
opened,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585335380
activated,perspective,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.JavaPerspective",1581585335427
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1581585335567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.resetPerspective",1581585335853
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1581585335884
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1581585335884
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585339241
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1581585341506
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1581585341506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585343985
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1581585355227
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1581585355458
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585355677
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585355771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585355833
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1581585356145
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585357395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585359303
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585365193
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585365239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585365271
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585366502
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585368791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585371444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585397566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1581585399449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1581585400871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585401199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585408347
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585409741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1581585410623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1581585411680
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1581585414597
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585416647
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585419228
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1581585423707
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585423717
closed,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1581585423725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585430262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585431397
error,log,,,"Part already exists in page layout: org.eclipse.ui.navigator.ProjectExplorer.",1581585431403
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1581585431472
activated,perspective,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.JavaPerspective",1581585431503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.resetPerspective",1581585431671
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585435245
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585438973
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1581585440330
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585440539
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585440592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585452389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585472684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585473371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585501594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585501835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585503163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585503515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585504328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585504986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585579264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585580825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585581724
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1581585587425
opened,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.JavadocView",1581585610929
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.JavadocView",1581585610946
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1581585618745
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1581585633236
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1581585634124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585666523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585668571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1581585668590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1581585668590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585695084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585696843
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1581585696966
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1581585697094
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1581585697096
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1581585697096
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1581585697096
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1581585697279
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1581585697279
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1581585697279
stopped,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1581585697279
stopped,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1581585697279
stopped,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1581585697279
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1581585697279
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1581585697279
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1581585697280
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1581585697280
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1581585697280
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1581585697280
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1581585697280
stopped,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1581585697280
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1581585697280
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.400.v201008112000,"org.eclipse.wst.jsdt.support.firefox",1581585697280
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1581585697288
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1581585697289
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1581585697289
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1581585697290
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1581585697290
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1581585697290
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1581585697290
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1581585697290
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1581585697290
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1581585697290
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.200.v20090113,"org.eclipse.wst.server.http.ui",1581585697290
stopped,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1581585697290
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1581585697290
stopped,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1581585697290
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1581585697291
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1581585697291
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1581585697291
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1581585697291
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1581585697291
stopped,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1581585697292
stopped,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1581585697292
